Country,Weight_kg,Price_KRW
Peru,10.0,143500
Peru,10.5,150000
Peru,11.0,156500
Peru,11.5,163000
Peru,12.0,169500
Peru,12.5,176000
Peru,13.0,182500
Peru,13.5,189000
Peru,14.0,195500
Peru,14.5,202000
Peru,15.0,209000
Peru,15.5,215000
Peru,16.0,221500
Peru,16.5,228500
Peru,17.0,235000
Peru,17.5,241500
Peru,18.0,248000
Peru,18.5,254500
Peru,19.0,261000
Peru,19.5,267500
Peru,20.0,274000
Peru,20.5,267500
Samoa,0.5,22000
Samoa,1.0,27500
Samoa,1.5,33500
Samoa,2.0,39000
Samoa,2.5,45500
Samoa,3.0,52000
Samoa,3.5,58500
Samoa,4.0,65000
Samoa,4.5,71500
Samoa,5.0,78000
Samoa,5.5,84500
Samoa,6.0,91000
Samoa,6.5,97500
Samoa,7.0,104500
Samoa,7.5,110500
Samoa,8.0,117500
Samoa,8.5,124000
Samoa,9.0,130500
Samoa,9.5,137000
Samoa,10.0,143500
Samoa,10.5,150000
Samoa,11.0,156500
Samoa,11.5,163000
Samoa,12.0,169500
Samoa,12.5,176000
Samoa,13.0,182500
Samoa,13.5,189000
Samoa,14.0,195500
Samoa,14.5,202000
Samoa,15.0,209000
Samoa,15.5,215000
Samoa,16.0,221500
Samoa,16.5,228500
Samoa,17.0,235000
Samoa,17.5,241500
Samoa,18.0,248000
Samoa,18.5,254500
Samoa,19.0,261000
Samoa,19.5,267500
Samoa,20.0,274000
Samoa,20.5,267500
Solomon Islands,0.5,22000
Solomon Islands,1.0,27500
Solomon Islands,1.5,33500
Solomon Islands,2.0,39000
Solomon Islands,2.5,45500
Solomon Islands,3.0,52000
Solomon Islands,3.5,58500
Solomon Islands,4.0,65000
Solomon Islands,4.5,71500
Solomon Islands,5.0,78000
Solomon Islands,5.5,84500
Solomon Islands,6.0,91000
Solomon Islands,6.5,97500
Solomon Islands,7.0,104500
Solomon Islands,7.5,110500
Solomon Islands,8.0,117500
Solomon Islands,8.5,124000
Solomon Islands,9.0,130500
Solomon Islands,9.5,137000
Solomon Islands,10.0,143500
Solomon Islands,10.5,150000
Solomon Islands,11.0,156500
Solomon Islands,11.5,163000
Solomon Islands,12.0,169500
Solomon Islands,12.5,176000
Solomon Islands,13.0,182500
Solomon Islands,13.5,189000
Solomon Islands,14.0,195500
Solomon Islands,14.5,202000
Solomon Islands,15.0,209000
Solomon Islands,15.5,215000
Solomon Islands,16.0,221500
Solomon Islands,16.5,228500
Solomon Islands,17.0,235000
Solomon Islands,17.5,241500
Solomon Islands,18.0,248000
Solomon Islands,18.5,254500
Solomon Islands,19.0,261000
Solomon Islands,19.5,267500
Solomon Islands,20.0,274000
Solomon Islands,20.5,267500
South Africa,0.5,22000
South Africa,1.0,27500
South Africa,1.5,33500
South Africa,2.0,39000
South Africa,2.5,45500
South Africa,3.0,52000
South Africa,3.5,58500
South Africa,4.0,65000
South Africa,4.5,71500
South Africa,5.0,78000
South Africa,5.5,84500
South Africa,6.0,91000
South Africa,6.5,97500
South Africa,7.0,104500
South Africa,7.5,110500
South Africa,8.0,117500
South Africa,8.5,124000
South Africa,9.0,130500
South Africa,9.5,137000
South Africa,10.0,143500
South Africa,10.5,150000
South Africa,11.0,156500
South Africa,11.5,163000
South Africa,12.0,169500
South Africa,12.5,176000
South Africa,13.0,182500
South Africa,13.5,189000
South Africa,14.0,195500
South Africa,14.5,202000
South Africa,15.0,209000
South Africa,15.5,215000
South Africa,16.0,221500
South Africa,16.5,228500
South Africa,17.0,235000
South Africa,17.5,241500
South Africa,18.0,248000
South Africa,18.5,254500
South Africa,19.0,261000
South Africa,19.5,267500
South Africa,20.0,274000
South Africa,20.5,267500
Tanzania,0.5,22000
Tanzania,1.0,27500
Tanzania,1.5,33500
Tanzania,2.0,39000
Tanzania,2.5,45500
Tanzania,3.0,52000
Tanzania,3.5,58500
Tanzania,4.0,65000
Tanzania,4.5,71500
Tanzania,5.0,78000
Tanzania,5.5,84500
Tanzania,6.0,91000
Tanzania,6.5,97500
Tanzania,7.0,104500
Tanzania,7.5,110500
Tanzania,8.0,117500
Tanzania,8.5,124000
Tanzania,9.0,130500
Tanzania,9.5,137000
Tanzania,10.0,143500
Tanzania,10.5,150000
Tanzania,11.0,156500
Tanzania,11.5,163000
Tanzania,12.0,169500
Tanzania,12.5,176000
Tanzania,13.0,182500
Tanzania,13.5,189000
Tanzania,14.0,195500
Tanzania,14.5,202000
Tanzania,15.0,209000
Tanzania,15.5,215000
Tanzania,16.0,221500
Tanzania,16.5,228500
Tanzania,17.0,235000
Tanzania,17.5,241500
Tanzania,18.0,248000
Tanzania,18.5,254500
Tanzania,19.0,261000
Tanzania,19.5,267500
Tanzania,20.0,274000
Tanzania,20.5,267500
Tonga,0.5,22000
Tonga,1.0,27500
Tonga,1.5,33500
Tonga,2.0,39000
Tonga,2.5,45500
Tonga,3.0,52000
Tonga,3.5,58500
Tonga,4.0,65000
Tonga,4.5,71500
Tonga,5.0,78000
Tonga,5.5,84500
Tonga,6.0,91000
Tonga,6.5,97500
Tonga,7.0,104500
Tonga,7.5,110500
Tonga,8.0,117500
Tonga,8.5,124000
Tonga,9.0,130500
Tonga,9.5,137000
Tonga,10.0,143500
Tonga,10.5,150000
Tonga,11.0,156500
Tonga,11.5,163000
Tonga,12.0,169500
Tonga,12.5,176000
Tonga,13.0,182500
Tonga,13.5,189000
Tonga,14.0,195500
Tonga,14.5,202000
Tonga,15.0,209000
Tonga,15.5,215000
Tonga,16.0,221500
Tonga,16.5,228500
Tonga,17.0,235000
Tonga,17.5,241500
Tonga,18.0,248000
Tonga,18.5,254500
Tonga,19.0,261000
Tonga,19.5,267500
Tonga,20.0,274000
Tonga,20.5,267500
Trinidad and Tobago,0.5,22000
Trinidad and Tobago,1.0,27500
Trinidad and Tobago,1.5,33500
Trinidad and Tobago,2.0,39000
Trinidad and Tobago,2.5,45500
Trinidad and Tobago,3.0,52000
Trinidad and Tobago,3.5,58500
Trinidad and Tobago,4.0,65000
Trinidad and Tobago,4.5,71500
Trinidad and Tobago,5.0,78000
Trinidad and Tobago,5.5,84500
Trinidad and Tobago,6.0,91000
Trinidad and Tobago,6.5,97500
Trinidad and Tobago,7.0,104500
Trinidad and Tobago,7.5,110500
Trinidad and Tobago,8.0,117500
Trinidad and Tobago,8.5,124000
Trinidad and Tobago,9.0,130500
Trinidad and Tobago,9.5,137000
Trinidad and Tobago,10.0,143500
Trinidad and Tobago,10.5,150000
Trinidad and Tobago,11.0,156500
Trinidad and Tobago,11.5,163000
Trinidad and Tobago,12.0,169500
Trinidad and Tobago,12.5,176000
Trinidad and Tobago,13.0,182500
Trinidad and Tobago,13.5,189000
Trinidad and Tobago,14.0,195500
Trinidad and Tobago,14.5,202000
Trinidad and Tobago,15.0,209000
Trinidad and Tobago,15.5,215000
Trinidad and Tobago,16.0,221500
Trinidad and Tobago,16.5,228500
Trinidad and Tobago,17.0,235000
Trinidad and Tobago,17.5,241500
Trinidad and Tobago,18.0,248000
Trinidad and Tobago,18.5,254500
Trinidad and Tobago,19.0,261000
Trinidad and Tobago,19.5,267500
Trinidad and Tobago,20.0,274000
Trinidad and Tobago,20.5,267500
Tuvalu,0.5,22000
Tuvalu,1.0,27500
Tuvalu,1.5,33500
Tuvalu,2.0,39000
Tuvalu,2.5,45500
Tuvalu,3.0,52000
Tuvalu,3.5,58500
Tuvalu,4.0,65000
Tuvalu,4.5,71500
Tuvalu,5.0,78000
Tuvalu,5.5,84500
Tuvalu,6.0,91000
Tuvalu,6.5,97500
Tuvalu,7.0,104500
Tuvalu,7.5,110500
Tuvalu,8.0,117500
Tuvalu,8.5,124000
Tuvalu,9.0,130500
Tuvalu,9.5,137000
Tuvalu,10.0,143500
Tuvalu,10.5,150000
Tuvalu,11.0,156500
Tuvalu,11.5,163000
Tuvalu,12.0,169500
Tuvalu,12.5,176000
Tuvalu,13.0,182500
Tuvalu,13.5,189000
Tuvalu,14.0,195500
Tuvalu,14.5,202000
Tuvalu,15.0,209000
Tuvalu,15.5,215000
Tuvalu,16.0,221500
Tuvalu,16.5,228500
Tuvalu,17.0,235000
Tuvalu,17.5,241500
Tuvalu,18.0,248000
Tuvalu,18.5,254500
Tuvalu,19.0,261000
Tuvalu,19.5,267500
Tuvalu,20.0,274000
Tuvalu,20.5,267500
Uruguay,0.5,22000
Uruguay,1.0,27500
Uruguay,1.5,33500
Uruguay,2.0,39000
Uruguay,2.5,45500
Uruguay,3.0,52000
Uruguay,3.5,58500
Uruguay,4.0,65000
Uruguay,4.5,71500
Uruguay,5.0,78000
Uruguay,5.5,84500
Uruguay,6.0,91000
Uruguay,6.5,97500
Uruguay,7.0,104500
Uruguay,7.5,110500
Uruguay,8.0,117500
Uruguay,8.5,124000
Uruguay,9.0,130500
Uruguay,9.5,137000
Uruguay,10.0,143500
Uruguay,10.5,150000
Uruguay,11.0,156500
Uruguay,11.5,163000
Uruguay,12.0,169500
Uruguay,12.5,176000
Uruguay,13.0,182500
Uruguay,13.5,189000
Uruguay,14.0,195500
Uruguay,14.5,202000
Uruguay,15.0,209000
Uruguay,15.5,215000
Uruguay,16.0,221500
Uruguay,16.5,228500
Uruguay,17.0,235000
Uruguay,17.5,241500
Uruguay,18.0,248000
Uruguay,18.5,254500
Uruguay,19.0,261000
Uruguay,19.5,267500
Uruguay,20.0,274000
Uruguay,20.5,267500
Venezuela,0.5,22000
Venezuela,1.0,27500
Venezuela,1.5,33500
Venezuela,2.0,39000
Venezuela,2.5,45500
Venezuela,3.0,52000
Venezuela,3.5,58500
Venezuela,4.0,65000
Venezuela,4.5,71500
Venezuela,5.0,78000
Venezuela,5.5,84500
Venezuela,6.0,91000
Venezuela,6.5,97500
Venezuela,7.0,104500
Venezuela,7.5,110500
Venezuela,8.0,117500
Venezuela,8.5,124000
Venezuela,9.0,130500
Venezuela,9.5,137000
Venezuela,10.0,143500
Venezuela,10.5,150000
Venezuela,11.0,156500
Venezuela,11.5,163000
Venezuela,12.0,169500
Venezuela,12.5,176000
Venezuela,13.0,182500
Venezuela,13.5,189000
Venezuela,14.0,195500
Venezuela,14.5,202000
Venezuela,15.0,209000
Venezuela,15.5,215000
Venezuela,16.0,221500
Venezuela,16.5,228500
Venezuela,17.0,235000
Venezuela,17.5,241500
Venezuela,18.0,248000
Venezuela,18.5,254500
Venezuela,19.0,261000
Venezuela,19.5,267500
Venezuela,20.0,274000
Venezuela,20.5,267500
